userid,pageid,bias_rating,bias_tag,count_tag,differ_rating,differ_tag,num_neg_bias_rating,num_pos_bias_rating,num_pos_bias_tag,sum_chars,sum_chars_neg_bias_rating,sum_chars_pos_bias_rating,sum_chars_pos_bias_tag,sum_neg_bias_rating,sum_pos_bias_rating,sum_pos_bias_tag,sum_weighted_neg_bias_rating,sum_weighted_pos_bias_rating,sum_weighted_pos_bias_tag,weighted_bias_rating,weighted_bias_tag,weighted_differ_rating,weighted_differ_tag
9,825,1.6,-1.0,111,4.8,1.0,4,8,0,7672,129,355,0,-1.6,3.2,0,-59.2,142.0,0,82.8,-61.0,201.2,61.0
9,847,0.166666666667,-1.0,120,2.16666666667,3.0,2,1,1,10761,36,52,52,-1.0,1.16666666667,1.0,-18.0,60.6666666667,52.0,42.6666666667,16.0,78.6666666667,88.0
9,859,2.0,2.0,48,3.75,2.0,3,4,1,4618,19,149,25,-0.875,2.875,2.0,-2.875,88.125,50.0,85.25,50.0,91.0,50.0
9,867,-0.428571428571,0.0,85,1.57142857143,0.0,3,2,0,6364,37,171,0,-1.0,0.571428571429,0,-12.8571428571,28.7142857143,0,15.8571428571,0.0,41.5714285714,0.0
9,868,-4.57142857143,7.0,190,23.1428571429,17.0,66,15,12,12074,1661,1367,1244,-13.8571428571,9.28571428571,12.0,-406.142857143,860.0,1244.0,453.857142857,971.0,1266.14285714,1517.0
9,890,13.5,16.0,56,16.75,16.0,13,24,16,3563,298,775,397,-1.625,15.125,16.0,-37.25,442.75,397.0,405.5,397.0,480.0,397.0
9,907,3.5,-1.0,82,11.25,9.0,5,22,4,29462,270,3373,150,-3.875,7.375,4.0,-197.0,780.625,150.0,583.625,-120.0,977.625,420.0
9,912,-18.8,-27.0,74,24.0,31.0,58,8,2,4312,898,1149,143,-21.4,2.6,2.0,-330.8,301.3,143.0,-29.5,-306.0,632.1,592.0
10,684,-68.625,-66.0,198,72.875,70.0,103,5,2,6641,5169,346,23,-70.75,2.125,2.0,-5738.375,109.25,23.0,-5629.125,-6423.0,5847.625,6469.0
10,685,-45.9285714286,-60.0,86,45.9285714286,60.0,37,0,0,4231,3396,0,0,-45.9285714286,0,0,-5003.5,0,0,-5003.5,-6512.0,5003.5,6512.0
10,686,-36.2083333333,-42.0,59,45.7638888889,46.0,43,10,2,6901,3517,1362,112,-40.9861111111,4.77777777778,2.0,-3407.77777778,535.222222222,112.0,-2872.55555556,-3675.0,3943.0,3899.0
10,687,-33.8888888889,-29.0,85,37.0,33.0,35,3,2,14617,13630,119,69,-35.4444444444,1.55555555556,2.0,-16814.6666667,58.8888888889,69.0,-16755.7777778,-14421.0,16873.5555556,14559.0
10,688,4.0,2.0,63,5.25,4.0,1,4,3,17144,14,267,228,-0.625,4.625,3.0,-8.75,346.875,228.0,338.125,214.0,355.625,242.0
10,693,-274.4,-336.0,362,275.6,338.0,354,1,1,33479,33370,31,31,-275.0,0.6,1.0,-26534.0,18.6,31.0,-26515.4,-32997.0,26552.6,33059.0
10,698,9.625,0.0,130,9.625,0.0,0,26,0,13138,0,1926,0,0,9.625,0,0,716.5,0,716.5,0.0,716.5,0.0
10,699,77.25,98.0,491,104.0,98.0,71,133,98,19774,1183,5202,1414,-13.375,90.625,98.0,-253.375,2120.625,1414.0,1867.25,1414.0,2374.0,1414.0
10,701,15.2333333333,21.0,149,19.0333333333,21.0,11,39,21,25580,198,472,254,-1.9,17.1333333333,21.0,-29.2,200.177777778,254.0,170.977777778,254.0,229.377777778,254.0
10,710,5.22222222222,14.0,103,20.3333333333,14.0,34,10,8,7819,631,31,11,-7.55555555556,12.7777777778,14.0,-140.222222222,24.7777777778,20.0,-115.444444444,20.0,165.0,20.0
10,713,-28.75,-19.0,144,56.0,61.0,68,23,21,6736,4431,222,193,-42.375,13.625,21.0,-5658.5,127.25,193.0,-5531.25,-6586.0,5785.75,6972.0
10,717,64.25,77.0,291,75.0,89.0,13,94,83,13514,189,2892,2412,-5.375,69.625,83.0,-68.625,2060.25,2412.0,1991.625,2340.0,2128.875,2484.0
10,728,-184.714285714,-63.0,788,189.857142857,65.0,624,11,1,25826,10796,442,15,-187.285714286,2.57142857143,1.0,-4040.14285714,75.5714285714,15.0,-3964.57142857,-1868.0,4115.71428571,1898.0
10,731,-5.14285714286,1.0,624,6.85714285714,1.0,35,1,1,17245,1416,18,18,-6.0,0.857142857143,1.0,-247.571428571,15.4285714286,18.0,-232.142857143,18.0,263.0,18.0
10,732,-188.476190476,-183.0,314,195.619047619,183.0,229,13,0,23181,15445,793,0,-192.047619048,3.57142857143,0,-20737.547619,139.857142857,0,-20597.6904762,-23264.0,20877.4047619,23264.0
10,738,-3.375,-2.0,76,5.375,4.0,13,1,1,20125,259,114,114,-4.375,1.0,1.0,-150.25,114.0,114.0,-36.25,-92.0,264.25,320.0
10,743,8.5,5.0,88,18.0,15.0,13,28,9,7556,304,974,303,-4.75,13.25,10.0,-88.0,447.875,306.0,359.875,218.0,535.875,394.0
10,745,191.5,224.0,229,191.5,224.0,0,224,224,4268,0,3456,3456,0,191.5,224.0,0,2939.5,3456.0,2939.5,3456.0,2939.5,3456.0
10,751,-2.66666666667,0.0,104,3.33333333333,0.0,17,1,0,26251,443,16,0,-3.0,0.333333333333,0,-76.7777777778,5.33333333333,0,-71.4444444444,0.0,82.1111111111,0.0
10,753,-2.0,-3.0,245,2.0,3.0,4,0,0,3533,158,0,0,-2.0,0,0,-61.7142857143,0,0,-61.7142857143,-58.0,61.7142857143,58.0
10,762,152.571428571,266.0,592,161.142857143,268.0,19,266,266,10439,1004,3111,3111,-4.28571428571,156.857142857,267.0,-481.571428571,1972.71428571,3116.0,1491.14285714,2679.0,2454.28571429,3553.0
10,763,12.7142857143,18.0,75,18.7142857143,22.0,8,21,20,3818,397,213,185,-3.0,15.7142857143,20.0,-136.285714286,180.285714286,185.0,44.0,107.0,316.571428571,263.0
10,768,7.25,3.0,46,23.5,23.0,16,27,11,4562,530,3388,505,-8.125,15.375,13.0,-332.0,1143.0,548.0,811.0,148.0,1475.0,948.0
10,769,0.285714285714,0.0,19,0.857142857143,0.0,1,2,0,7724,24,215,0,-0.285714285714,0.571428571429,0,-6.85714285714,84.4285714286,0,77.5714285714,0.0,91.2857142857,0.0
10,770,121.0,147.0,313,140.142857143,157.0,27,153,152,12563,299,1402,1368,-9.57142857143,130.571428571,152.0,-124.571428571,1196.0,1368.0,1071.42857143,1270.0,1320.57142857,1466.0
10,771,19.9090909091,6.0,349,23.3636363636,8.0,13,48,7,4933,57,1581,421,-1.72727272727,21.6363636364,7.0,-16.6363636364,825.818181818,421.0,809.181818182,400.0,842.454545455,442.0
10,777,4.5,-5.0,316,17.75,5.0,19,42,0,25502,1252,957,0,-6.625,11.125,0,-570.75,345.375,0,-225.375,-526.0,916.125,526.0
10,779,-12.8571428571,-1.0,221,26.0,15.0,57,17,7,11104,1260,1110,370,-19.4285714286,6.57142857143,7.0,-536.714285714,407.142857143,370.0,-129.571428571,59.0,943.857142857,681.0
10,780,11.875,11.0,130,13.375,13.0,2,32,12,18225,498,1233,152,-0.75,12.625,12.0,-144.0,264.375,152.0,120.375,74.0,408.375,230.0
10,782,5.125,7.0,69,5.125,7.0,0,9,7,9914,0,78,75,0,5.125,7.0,0,48.0,75.0,48.0,75.0,48.0,75.0
10,783,-1.125,-1.0,20,1.625,1.0,4,1,0,7132,102,35,0,-1.375,0.25,0,-41.75,8.75,0,-33.0,-60.0,50.5,60.0
10,801,3.42857142857,6.0,100,5.71428571429,6.0,6,10,6,28950,202,1241,730,-1.14285714286,4.57142857143,6.0,-31.0,602.142857143,730.0,571.142857143,730.0,633.142857143,730.0
10,802,-4.42857142857,0.0,52,6.42857142857,2.0,31,2,1,3698,596,21,1,-5.42857142857,1.0,1.0,-100.142857143,9.14285714286,1.0,-91.0,-19.0,109.285714286,21.0
10,803,24.125,28.0,84,24.875,28.0,2,29,22,8236,55,1619,1381,-0.375,24.5,28.0,-9.0,1176.125,1582.0,1167.125,1582.0,1185.125,1582.0
10,804,1.28571428571,1.0,41,1.28571428571,1.0,0,1,1,3310,0,30,30,0,1.28571428571,1.0,0,38.5714285714,30.0,38.5714285714,30.0,38.5714285714,30.0
10,805,20.2857142857,-5.0,228,50.8571428571,9.0,53,120,2,10190,1061,2954,41,-15.2857142857,35.5714285714,2.0,-458.142857143,836.285714286,41.0,378.142857143,-254.0,1294.42857143,336.0
10,806,1.33333333333,0.0,32,1.66666666667,0.0,1,8,0,3520,8,274,0,-0.166666666667,1.5,0,-1.33333333333,49.6666666667,0,48.3333333333,0.0,51.0,0.0
10,811,11.0,9.0,274,15.0,11.0,9,27,7,19101,100,886,285,-2.0,13.0,10.0,-27.5,448.25,316.0,420.75,302.0,475.75,330.0
10,812,4.4,5.0,100,4.4,5.0,0,5,5,23089,0,860,860,0,4.4,5.0,0,739.0,860.0,739.0,860.0,739.0,860.0
11,738,-1.375,0.0,76,4.375,2.0,11,3,1,20125,150,223,114,-2.875,1.5,1.0,-59.375,132.125,114.0,72.75,17.0,191.5,211.0
11,740,-15.125,-19.0,315,17.375,21.0,32,5,1,5203,1612,84,28,-16.25,1.125,1.0,-1460.75,24.5,28.0,-1436.25,-1829.0,1485.25,1885.0
11,747,1.25,1.0,84,5.0,5.0,3,9,3,25034,181,240,74,-1.875,3.125,3.0,-129.125,79.625,74.0,-49.5,-94.0,208.75,242.0
11,749,-3.28571428571,-4.0,33,4.71428571429,4.0,5,5,0,3204,105,336,0,-4.0,0.714285714286,0,-72.8571428571,48.0,0,-24.8571428571,-87.0,120.857142857,87.0
11,752,0.0,0.0,79,1.42857142857,0.0,5,3,0,20406,291,335,0,-0.714285714286,0.714285714286,0,-41.5714285714,122.428571429,0,80.8571428571,0.0,164.0,0.0
11,769,0.285714285714,0.0,19,1.42857142857,2.0,1,2,1,7724,188,51,24,-0.571428571429,0.857142857143,1.0,-107.428571429,21.0,24.0,-86.4285714286,-164.0,128.428571429,212.0
11,785,-0.285714285714,0.0,88,0.571428571429,0.0,2,1,0,24667,56,10,0,-0.428571428571,0.142857142857,0,-12.2857142857,1.42857142857,0,-10.8571428571,0.0,13.7142857143,0.0
11,787,76.3333333333,0.0,339,86.3333333333,10.0,9,245,5,23130,608,16135,147,-5.0,81.3333333333,5.0,-484.166666667,5386.0,147.0,4901.83333333,-353.0,5870.16666667,647.0
11,808,6.57142857143,14.0,134,19.1428571429,16.0,32,20,15,9430,1023,545,446,-6.28571428571,12.8571428571,15.0,-377.571428571,372.0,446.0,-5.57142857143,148.0,749.571428571,744.0
11,819,8.88888888889,11.0,24,9.77777777778,11.0,3,14,11,7160,78,4017,1827,-0.444444444444,9.33333333333,11.0,-14.6666666667,1967.11111111,1827.0,1952.44444444,1827.0,1981.77777778,1827.0
11,835,-0.818181818182,0.0,64,4.45454545455,2.0,20,6,1,4359,173,266,17,-2.63636363636,1.81818181818,1.0,-41.0909090909,76.4545454545,17.0,35.3636363636,-14.0,117.545454545,48.0
11,843,4.28571428571,0.0,101,10.0,0.0,10,25,0,24934,103,4106,0,-2.85714285714,7.14285714286,0,-33.2857142857,1173.14285714,0,1139.85714286,0.0,1206.42857143,0.0
11,850,0.8,1.0,32,2.4,3.0,1,3,2,6015,271,88,47,-0.8,1.6,2.0,-216.8,44.6,47.0,-172.2,-224.0,261.4,318.0
11,856,-4.75,0.0,107,13.0,0.0,69,13,0,8205,1208,714,0,-8.875,4.125,0,-152.625,213.625,0,61.0,0.0,366.25,0.0
11,863,12.4285714286,13.0,76,14.7142857143,15.0,5,15,14,3222,267,914,850,-1.14285714286,13.5714285714,14.0,-60.8571428571,860.285714286,850.0,799.428571429,797.0,921.142857143,903.0
11,877,-0.571428571429,0.0,181,0.571428571429,0.0,2,0,0,3464,38,0,0,-0.571428571429,0,0,-10.8571428571,0,0,-10.8571428571,0.0,10.8571428571,0.0
11,879,3.0,1.0,48,5.0,3.0,4,6,2,21430,457,111,43,-1.0,4.0,2.0,-152.375,78.5,43.0,-73.875,-200.0,230.875,286.0
11,882,-0.125,0.0,46,0.125,0.0,1,0,0,26137,36,0,0,-0.125,0,0,-4.5,0,0,-4.5,0.0,4.5,0.0
11,892,13.125,14.0,112,17.625,14.0,10,30,14,10648,341,1428,556,-2.25,15.375,14.0,-51.625,668.375,556.0,616.75,556.0,720.0,556.0
11,893,0.916666666667,1.0,31,2.75,1.0,5,6,1,10572,42,988,5,-0.916666666667,1.83333333333,1.0,-5.33333333333,174.333333333,5.0,169.0,5.0,179.666666667,5.0
11,894,-5.71428571429,0.0,121,10.8571428571,0.0,57,9,0,7810,912,75,0,-8.28571428571,2.57142857143,0,-143.0,19.1428571429,0,-123.857142857,0.0,162.142857143,0.0
11,920,1.25,2.0,13,1.75,2.0,1,3,2,3993,15,60,35,-0.25,1.5,2.0,-3.75,26.75,35.0,23.0,35.0,30.5,35.0
11,922,-62.375,13.0,738,96.375,13.0,631,30,13,26457,10752,2639,451,-79.375,17.0,13.0,-1350.25,1181.25,451.0,-169.0,451.0,2531.5,451.0
12,691,15.4,16.0,396,68.2,42.0,86,89,29,12166,1201,2334,1256,-26.4,41.8,29.0,-524.2,1182.8,1256.0,658.6,854.0,1707.0,1658.0
12,694,177.142857143,162.0,385,196.285714286,162.0,39,170,161,19832,643,3422,3163,-9.57142857143,186.714285714,162.0,-153.285714286,3700.71428571,3192.0,3547.42857143,3192.0,3854.0,3192.0
12,709,-11.4,-4.0,268,27.0666666667,10.0,51,34,3,10471,1508,941,23,-19.2333333333,7.83333333333,3.0,-941.5,194.5,23.0,-747.0,-737.0,1136.0,783.0
12,798,265.0,234.0,340,289.666666667,250.0,39,261,241,27996,1131,25700,25109,-12.3333333333,277.333333333,242.0,-408.666666667,29246.8333333,25111.0,28838.1666667,24605.0,29655.5,25617.0
12,873,2.625,2.0,107,3.375,2.0,2,7,2,17141,172,380,16,-0.375,3.0,2.0,-29.375,106.875,16.0,77.5,16.0,136.25,16.0
12,874,-48.1428571429,-35.0,596,70.4285714286,41.0,114,31,3,16752,2730,130,9,-59.2857142857,11.1428571429,3.0,-1724.28571429,46.0,9.0,-1678.28571429,-1134.0,1770.28571429,1152.0
12,875,0.366666666667,-13.0,368,36.7,25.0,48,40,6,19590,1031,1414,98,-18.1666666667,18.5333333333,6.0,-421.666666667,510.766666667,98.0,89.1,-385.0,932.433333333,581.0
12,899,3.14285714286,1.0,32,4.85714285714,1.0,2,17,1,8136,43,2375,2,-0.857142857143,4.0,1.0,-18.4285714286,601.428571429,2.0,583.0,2.0,619.857142857,2.0
12,901,-11.5714285714,-1.0,218,17.5714285714,5.0,82,8,2,8123,989,300,13,-14.5714285714,3.0,2.0,-274.285714286,85.0,13.0,-189.285714286,-127.0,359.285714286,153.0
12,903,45.8571428571,63.0,320,92.1428571429,89.0,83,133,76,15358,1991,7610,2891,-23.1428571429,69.0,76.0,-648.428571429,3061.85714286,2891.0,2413.42857143,2441.0,3710.28571429,3341.0
12,915,173.0,276.0,772,265.857142857,284.0,284,291,280,26045,3593,8609,8224,-46.4285714286,219.428571429,280.0,-659.142857143,6626.14285714,8224.0,5967.0,8121.0,7285.28571429,8327.0
12,917,-39.7142857143,-36.0,99,47.7142857143,44.0,43,6,4,16992,7112,138,92,-43.7142857143,4.0,4.0,-9104.0,96.2857142857,92.0,-9007.71428571,-8099.0,9200.28571429,8283.0
12,922,-72.375,3.0,738,87.875,3.0,639,22,3,26457,10864,2527,263,-80.125,7.75,3.0,-1362.875,1005.875,263.0,-357.0,263.0,2368.75,263.0
13,764,38.2,46.0,771,80.2,68.0,72,63,57,18161,2419,6446,5043,-21.0,59.2,57.0,-786.2,5247.0,5043.0,4460.8,4446.0,6033.2,5640.0
13,799,-28.8333333333,-2.0,171,36.5952380952,2.0,106,16,0,12458,3937,648,0,-32.7142857143,3.88095238095,0,-1290.42857143,145.095238095,0,-1145.33333333,-991.0,1435.52380952,991.0
13,807,-34.1428571429,-14.0,260,51.0,28.0,161,21,7,7006,2893,2447,442,-42.5714285714,8.42857142857,7.0,-802.428571429,831.714285714,442.0,29.2857142857,92.0,1634.14285714,792.0
13,820,-23.7142857143,-23.0,201,24.2857142857,23.0,28,1,0,7601,455,347,0,-24.0,0.285714285714,0,-202.428571429,99.1428571429,0,-103.285714286,-143.0,301.571428571,143.0
13,824,119.142857143,125.0,142,124.285714286,125.0,9,81,80,5613,108,4584,4560,-2.57142857143,121.714285714,125.0,-30.8571428571,6236.28571429,5963.0,6205.42857143,5963.0,6267.14285714,5963.0
13,828,-14.4285714286,-3.0,231,19.0,7.0,78,2,2,16083,1716,4,4,-16.7142857143,2.28571428571,2.0,-538.857142857,4.57142857143,4.0,-534.285714286,-447.0,543.428571429,455.0
13,831,-75.5714285714,2.0,445,87.2857142857,12.0,319,7,7,5464,3624,215,215,-81.4285714286,5.85714285714,7.0,-1893.85714286,180.571428571,215.0,-1713.28571429,-887.0,2074.42857143,1317.0
13,833,-2.85714285714,-3.0,112,13.1428571429,11.0,18,11,4,10922,951,737,163,-8.0,5.14285714286,4.0,-643.285714286,299.857142857,163.0,-343.428571429,-571.0,943.142857143,897.0
13,834,-4.14285714286,0.0,108,5.57142857143,0.0,20,3,0,7653,708,65,0,-4.85714285714,0.714285714286,0,-195.714285714,18.4285714286,0,-177.285714286,0.0,214.142857143,0.0
13,836,36.8333333333,16.0,147,37.5,16.0,2,68,14,27790,15,5346,1337,-0.333333333333,37.1666666667,16.0,-2.5,2129.66666667,1341.0,2127.16666667,1341.0,2132.16666667,1341.0
13,837,14.3333333333,12.0,87,17.3333333333,14.0,5,28,13,6355,332,2143,1915,-1.5,15.8333333333,13.0,-96.3333333333,1671.83333333,1915.0,1575.5,1819.0,1768.16666667,2011.0
13,853,34.3333333333,20.0,203,83.0,54.0,78,78,37,25930,4963,3302,1934,-24.3333333333,58.6666666667,37.0,-2029.33333333,2894.33333333,1934.0,865.0,195.0,4923.66666667,3673.0
13,857,-24.8571428571,-1.0,124,27.7142857143,3.0,91,5,1,7872,1682,708,4,-26.2857142857,1.42857142857,1.0,-470.285714286,104.0,4.0,-366.285714286,-13.0,574.285714286,21.0
13,866,13.8571428571,6.0,330,25.8571428571,16.0,15,45,11,10138,169,2348,336,-6.0,19.8571428571,11.0,-78.4285714286,893.571428571,336.0,815.142857143,269.0,972.0,403.0
13,867,0.571428571429,1.0,85,1.71428571429,1.0,2,3,1,6364,21,187,16,-0.571428571429,1.14285714286,1.0,-6.0,37.8571428571,16.0,31.8571428571,16.0,43.8571428571,16.0
13,873,0.625,0.0,107,2.125,0.0,4,5,0,17141,188,364,0,-0.75,1.375,0,-33.125,94.625,0,61.5,0.0,127.75,0.0
13,874,3.85714285714,17.0,596,71.0,43.0,91,54,30,16752,1835,1025,920,-33.5714285714,37.4285714286,30.0,-771.714285714,905.428571429,920.0,133.714285714,678.0,1677.14285714,1162.0
13,885,-1.85714285714,13.0,393,38.7142857143,17.0,87,31,15,8656,1640,2592,2031,-20.2857142857,18.4285714286,15.0,-409.428571429,2166.85714286,2031.0,1757.42857143,1999.0,2576.28571429,2063.0
13,898,-27.5,2.0,1191,41.1666666667,6.0,112,19,4,24480,2831,1848,920,-34.3333333333,6.83333333333,4.0,-820.333333333,1020.5,920.0,200.166666667,541.0,1840.83333333,1299.0
13,900,1.16666666667,1.0,81,1.5,1.0,1,2,1,12572,21,10,7,-0.166666666667,1.33333333333,1.0,-3.5,7.33333333333,7.0,3.83333333333,7.0,10.8333333333,7.0
13,906,18.0,16.0,216,22.6666666667,20.0,6,41,9,47804,90,7410,75,-2.33333333333,20.3333333333,18.0,-37.0,1347.5,150.0,1310.5,117.0,1384.5,183.0
15,693,-275.4,-337.0,362,275.4,337.0,355,0,0,33479,33401,0,0,-275.4,0,0,-26546.4,0,0,-26546.4,-33028.0,26546.4,33028.0
15,723,0.0,0.0,373,0.0,0.0,0,0,0,11867,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
15,739,-2.25,-2.0,19,2.75,2.0,7,2,0,4709,96,141,0,-2.5,0.25,0,-42.5833333333,17.5833333333,0,-25.0,-38.0,60.1666666667,38.0
15,741,1.625,2.0,34,5.875,6.0,4,9,4,5954,221,1081,116,-2.125,3.75,4.0,-123.375,199.5,116.0,76.125,-10.0,322.875,242.0
15,748,103.75,88.0,296,105.25,88.0,6,182,88,10161,104,2846,1209,-0.75,104.5,88.0,-13.0,1524.75,1209.0,1511.75,1209.0,1537.75,1209.0
15,749,3.71428571429,3.0,33,4.85714285714,5.0,1,9,4,3204,51,390,54,-0.571428571429,4.28571428571,4.0,-29.1428571429,94.2857142857,54.0,65.1428571429,3.0,123.428571429,105.0
15,756,-9.17777777778,-3.0,134,9.97777777778,3.0,39,2,0,26198,557,62,0,-9.57777777778,0.4,0,-161.866666667,12.4,0,-149.466666667,-93.0,174.266666667,93.0
15,757,28.2857142857,27.0,41,28.5714285714,27.0,1,32,24,4514,15,1019,595,-0.142857142857,28.4285714286,27.0,-2.14285714286,687.0,600.0,684.857142857,600.0,689.142857143,600.0
15,772,-14.875,-12.0,54,15.875,12.0,32,3,0,3177,958,329,0,-15.375,0.5,0,-896.875,78.125,0,-818.75,-1055.0,975.0,1055.0
15,785,-1.28571428571,-1.0,88,1.28571428571,1.0,3,0,0,24667,66,0,0,-1.28571428571,0,0,-20.8571428571,0,0,-20.8571428571,-10.0,20.8571428571,10.0
15,793,-0.428571428571,0.0,173,0.428571428571,0.0,2,0,0,3754,20,0,0,-0.428571428571,0,0,-5.14285714286,0,0,-5.14285714286,0.0,5.14285714286,0.0
15,812,4.4,5.0,100,4.4,5.0,0,5,5,23089,0,860,860,0,4.4,5.0,0,739.0,860.0,739.0,860.0,739.0,860.0
15,819,-10.1111111111,-8.0,24,12.7777777778,12.0,13,4,2,7160,2267,1828,259,-11.4444444444,1.33333333333,2.0,-2721.77777778,318.222222222,259.0,-2403.55555556,-2529.0,3040.0,3047.0
15,828,38.5714285714,50.0,231,55.1428571429,56.0,27,53,53,16083,436,1284,1284,-8.28571428571,46.8571428571,53.0,-138.285714286,1265.0,1284.0,1126.71428571,1214.0,1403.28571429,1354.0
15,837,-25.6666666667,-28.0,87,25.6666666667,28.0,33,0,0,6355,2475,0,0,-25.6666666667,0,0,-2476.5,0,0,-2476.5,-2233.0,2476.5,2233.0
15,839,-0.714285714286,0.0,25,1.0,0.0,4,1,0,4644,81,247,0,-0.857142857143,0.142857142857,0,-15.0,35.2857142857,0,20.2857142857,0.0,50.2857142857,0.0
15,852,43.1666666667,37.0,187,89.1666666667,85.0,31,95,61,33387,2022,7186,2275,-23.0,66.1666666667,61.0,-2257.0,3320.66666667,2275.0,1063.66666667,-287.0,5577.66666667,4837.0
15,858,-7.0,-2.0,130,11.8571428571,6.0,48,3,2,4398,820,150,50,-9.42857142857,2.42857142857,2.0,-342.0,71.4285714286,50.0,-270.571428571,-326.0,413.428571429,426.0
15,859,1.0,1.0,48,4.0,5.0,3,4,3,4618,57,111,19,-1.5,2.5,3.0,-28.375,50.625,19.0,22.25,-13.0,79.0,51.0
15,860,28.0,1.0,101,37.0,9.0,6,60,5,4567,244,2161,177,-4.5,32.5,5.0,-202.875,879.375,177.0,676.5,8.0,1082.25,346.0
15,877,-0.571428571429,0.0,181,0.571428571429,0.0,2,0,0,3464,38,0,0,-0.571428571429,0,0,-10.8571428571,0,0,-10.8571428571,0.0,10.8571428571,0.0
15,882,1.875,2.0,46,1.875,2.0,0,2,2,26137,0,85,85,0,1.875,2.0,0,80.5,85.0,80.5,85.0,80.5,85.0
15,883,5.625,6.0,243,5.625,6.0,0,7,6,5433,0,361,352,0,5.625,6.0,0,277.0,352.0,277.0,352.0,277.0,352.0
15,887,-2.5,-1.0,37,2.83333333333,1.0,9,1,0,5548,284,39,0,-2.66666666667,0.166666666667,0,-80.3333333333,6.5,0,-73.8333333333,-1.0,86.8333333333,1.0
15,888,-0.5,-2.0,41,3.25,2.0,5,5,0,4834,111,106,0,-1.875,1.375,0,-46.375,29.5,0,-16.875,-40.0,75.875,40.0
15,890,-8.5,-6.0,56,11.75,6.0,32,5,0,3563,839,234,0,-10.125,1.625,0,-471.875,74.375,0,-397.5,-406.0,546.25,406.0
15,891,-31.8888888889,-1.0,300,31.8888888889,1.0,269,0,0,3579,3242,0,0,-31.8888888889,0,0,-486.111111111,0,0,-486.111111111,-92.0,486.111111111,92.0
15,893,0.916666666667,1.0,31,3.75,3.0,6,6,2,10572,61,1391,427,-1.41666666667,2.33333333333,2.0,-14.8333333333,586.833333333,427.0,572.0,408.0,601.666666667,446.0
15,907,9.5,5.0,82,11.25,7.0,2,25,6,29462,66,3577,314,-0.875,10.375,6.0,-32.875,985.5,314.0,952.625,249.0,1018.375,379.0
15,910,-0.333333333333,1.0,23,2.33333333333,1.0,8,2,1,3590,183,50,22,-1.33333333333,1.0,1.0,-30.5,23.0,22.0,-7.5,22.0,53.5,22.0
15,916,0.25,1.0,26,2.25,1.0,8,2,1,5082,35,175,137,-1.0,1.25,1.0,-4.375,158.875,137.0,154.5,137.0,163.25,137.0
